year,region,quintil,porc_de_hogares_con_hacinamiento,porc_de_hogares_con_materialidad_aceptable,porc_de_hogares_con_saneamiento_aceptable,porc_de_hogares_con_energia_electricidad,porc_de_hogares_con_sistema_eliminacion_de_excretas,porc_de_hogares_con_agua_dentro_de_la_vivienda,porc_de_hogares_propietarios,porc_de_hogares_biparental,tasa_neta_de_educ_pre_escolar,tasa_neta_de_educ_basica,tasa_neta_de_educ_media,tasa_bruta_de_educ_pre_escolar,tasa_bruta_de_educ_basica,tasa_bruta_de_educ_media,prom_de_escolaridad,tasa_de_analfabetismo,porc_de_asistencia_a_establecimiento_municipal,porc_de_asistencia_a_establecimiento_educal,tasa_de_participacion,tasa_de_desocupacion,tasa_de_ocupacion,tasa_de_inactividad,porc_trabajadores_con_contrato_trabajo,porc_de_trabajadores_cotizando,porc_de_trabajadores_asalariados,porc_pob_de_0_a_4_agnos,porc_de_pob_menor_de_18_agnos,porc_pob_joven,porc_pob_adulto_mayor,prom_de_personas_por_hogar,porc_de_pob_en_sistema_publico_de_salud,porc_de_mujeres_que_se_han_realizado_el_pap,porc_de_menores_de_6_agnos_con_sobrepeso_u_obeso,porc_pob_con_telefono_movil,porc_hogares_con_internet,porc_hogares_con_computador,porc_pob_que_pertenece_a_etnia,porc_pob_accede_a_computador,porc_pob_accede_a_internet,porc_de_pob_con_discapacidad,prom_de_ingreso_autonomo_del_hogar,prom_ingreso_monetario_del_hogar,prom_de_ingreso_ocupacion_principal_de_los_ocupados
1994,IX,IV,10.36,79.84,65.11,90.56,66.7,80.42,74.2,53.12,7.81,94.06,62.11,9.81,102.57,79.75,8.72,6.22,40.64,20.64,50.63,2.84,49.2,49.37,86.31,66.32398877,64.60826419,7.308114943,26.95798775,21.52845724,17.96095314,3.29169557,54.66922866,60.18021567,4.432176656,,,,,,,,187154.3782,189220.3516,100083.1506
1996,IX,IV,11.19,81.36,68.52,84.27,68.52,81.59,74.34,56.69,19.29,93.14,63.02,27.48,103.48,81.62,8.6,8.11,45.61,25.41,56.62,3.46,54.66,43.38,77.74,52.17642434,61.77172305,6.144716183,28.97849749,18.93711579,16.27391756,3.582344249,55.76828879,58.53584698,6.034712951,,,,17.82557768,,,5.329570866,236870.8036,242095.1702,113527.5816
1998,IX,IV,11.35,83.83,77.81,91.53,77.81,87.92,68.98,56.79,22.92,95.57,68.45,27.63,105.27,93.47,9.71,5.02,42.12,26.66,56.13,3.33,54.27,43.87,80.36,58.6778166,67.19004248,7.703853902,28.59155486,22.32748292,12.7374949,3.519823891,45.10013178,62.87388008,6.435643564,,,,,,,,300530.2532,304287.5044,159814.0141
2000,IX,IV,9.61,84.29,76.23,94.24,76.23,87.36,71.94,52.27,23.87,92.16,68.78,34.69,105.73,105.33,9.27,6.97,40.75,27.21,50.11,7.55,46.33,49.89,78.97,57.40751012,71.7674213,7.088312639,26.49578909,20.57654539,17.6745115,3.464616875,53.14994109,48.5538764,12.23863953,19.56579648,7.801854413,25.82244762,12.14282055,44.48032201,57.57756563,7.776240971,322531.0255,330352.3409,182630.6725
2003,IX,IV,6.06,88.11,81.08,96.82,81.08,91.19,74.97,48.69,28.09,95.88,71.8,34.28,109.79,102.59,9.61,6.11,36.06,28.63,53.39,3.87,51.33,46.61,75.27,51.63299638,69.24867638,5.886769972,25.19532583,21.73562284,15.15629169,3.432110072,58.66178975,53.66734833,17.72903815,44.53591075,23.50291444,41.37064298,14.74607879,60.67387158,68.45702495,2.405427076,326840.8313,332744.6183,177175.4404
2006,IX,IV,5.41,75.2,86.66,98.44,86.66,94.78,72.77,56.68,49.24,95.15,83.3,56.11,105.1,107.1,10.06,4.38,32.06,28.46,59.2,4.98,56.26,40.8,80.06,57.20635327,66.9809787,6.147798376,25.36635575,19.81112326,14.70424042,3.415847288,71.19910034,43.243859,8.609399076,63.69313191,32.43814831,55.4634261,14.46674947,55.43417219,88.75504551,4.798751217,418366.1106,424324.2867,192408.2227
2009,IX,IV,4.81,82.26,86.46,99.45,86.46,94.62,74.36,57.27,40.87,93.98,79.83,50.68,106.81,111.09,9.7,4.2,31,27.26,54.72,7.95,50.37,45.28,80,46.73927954,69.35503486,5.52431378,24.87724676,19.35739167,16.72342204,3.331445653,71.21356529,50.4107821,8.525789069,72.97468909,36.22471957,54.51984206,18.16839305,49.10891308,90.67144823,6.9208936,416171.2054,434730.4294,235079.5548
1990,IX,V,6.54,85.43,76.46,81.3,77.94,81.86,65.37,53.71,17.74,90.84,59.07,25.44,104.56,67.74,10.64,3.99,30.15,21,58.79,1.72,57.77,41.21,90.18,,55.54468043,7.713040099,25.9424796,19.16727217,15.99469406,3.303321239,55.03447955,42.19438786,1.263486655,,,,,,,,360928.2948,361614.1567,160834.7957
1992,IX,V,4.64,72.17,78.38,88.06,78.64,83.67,70.69,54.89,25.91,87.91,66.01,37.72,100.95,92.15,10.22,4.04,29.75,21.75,57.86,1.24,57.15,42.14,87.22,54.80216436,48.67085549,6.964774562,24.02480202,22.00920577,16.55569661,3.156521739,38.86773769,59.0285154,8.805841924,,,,,,,,348836.378,349845.3645,164351.1919
1994,IX,V,5.19,84.5,82.82,96.21,84.4,89.55,62.24,59.34,23.2,90.64,60.4,28.61,104.84,85.39,10.85,3.54,25.56,21.06,62.66,4.05,60.12,37.34,85.69,70.04049984,55.13326453,10.23868651,27.07644612,20.9012828,14.27690166,3.106988402,41.93340795,51.48551258,3.744659462,,,,,,,,683289.4603,684128.3546,377675.4315
1996,IX,V,3.68,91.12,86.34,92.63,86.34,92.07,68.14,58.98,35.2,93.81,68.44,43.93,111.23,90.63,11.46,1.8,24.03,27.91,59.87,2.78,58.21,40.13,84.77,59.11428071,59.11538777,5.069260677,24.49033899,19.01748888,15.48497258,3.20788182,31.47885551,71.11261348,0.528169014,,,,5.908000583,,,4.993572498,701380.8256,703058.5808,317543.826
1998,IX,V,2.92,96.06,91.57,97.55,91.57,97.08,71.86,57.11,25.29,96.74,72.25,29.23,109.34,98.99,12.36,1.14,16.79,31.73,60.96,2.27,59.58,39.04,91.1,67.54869201,54.89614941,5.526424826,25.16180652,21.94496435,12.60162021,3.242275444,37.68696922,60.9538993,7.978450487,,,,,,,,1019427.114,1021198.726,508887.5316
2000,IX,V,1.53,93.07,92.15,96.75,92.15,95.51,75.43,56.66,37.74,96.29,74.46,41.47,112.64,97,12.36,2.06,14.77,28.75,60.83,2.66,59.21,39.17,85.96,65.56155823,63.3317757,6.690419343,23.49001722,17.17436781,17.53657148,3.111098335,27.66148892,60.03746398,4.036218539,43.17178185,32.94658079,49.95501042,6.364841826,68.60727665,73.73873368,5.768137905,1138035.399,1141061.929,564895.299
2003,IX,V,2.07,95.67,93.42,98.61,93.42,97.44,74.93,50.77,31.77,93.8,81.86,39.98,100.61,110.43,12.74,1.48,22.06,31.62,65.02,3.86,62.52,34.98,86.13,63.75177848,61.50357618,5.640980041,23.98801625,21.87170823,12.68553605,3.120355153,38.38131206,54.48142438,8.870967742,64.17005632,43.44721507,63.83462972,5.494835305,77.94535839,82.82387439,1.800765325,1103954.895,1107911.06,514798.522
2006,IX,V,2.62,80.77,92.94,98.79,92.94,97.51,69.62,54.8,47.2,93.72,83.48,59.35,100.72,105.51,12.43,1.41,20.08,28.19,68.7,3.33,66.41,31.3,86.54,66.49560994,59.46761004,4.169616867,22.31203944,20.28295702,12.93367949,3.044733218,52.27521518,52.9828768,11.05667157,75.62866391,45.90783232,67.46978901,9.217841121,68.59801275,89.86737667,4.356178497,1151005.904,1153694.557,498315.6979
2009,IX,V,1.36,86.47,92.35,99.11,92.35,96.92,72.99,54.52,48,96.48,80.38,54.59,105.42,111.13,12.15,2.04,22.37,27.11,65.89,4.13,63.17,34.11,83.21,60.9171001,62.09266739,3.675711944,19.92999247,21.30798883,14.20469291,2.937415168,47.26223593,57.97719385,2.258652095,84.58066353,63.22885394,74.89877985,12.86391054,69.16085818,94.8801788,6.982124659,1236943.202,1247534.025,605688.1515
1990,RM,I,44.85,43.5,64.64,98.11,83.83,68.59,50.46,61.79,15.05,90.4,58.26,21.2,102.35,80.64,8.31,4.4,48.59,32.12,45.44,21.39,35.72,54.56,78.28,,81.02055653,15.27940961,46.24561959,20.07052926,4.810275953,4.638760204,81.17871093,41.86459956,3.093553434,,,,,,,,37581.42603,39634.75253,31858.05633
1992,RM,I,39.07,47.05,76.18,98.39,79.46,79.77,58.57,61.63,16.16,90.66,53.58,22.64,102.94,78.96,8.35,4.74,48.38,32.12,47.41,14.31,40.63,52.59,81.91,57.24558611,85.42793457,15.69052585,46.46950224,20.37347762,4.763611416,4.530091074,78.72366751,62.47483789,6.787065088,,,,,,,,61936.85159,64972.52337,48733.54684
1994,RM,I,42.82,54.94,73.11,99.42,76.13,79.48,56.82,57.98,19.24,88.93,48.33,27.45,101.53,69.14,8.04,5.38,49.02,31.86,46.37,16.28,38.82,53.63,67.39,66.83176967,78.91007374,14.09303484,45.02959569,18.93241083,6.32262927,4.48032044,80.07110394,53.45696856,6.803286869,,,,,,,,80761.3567,84036.78217,67639.57426
1996,RM,I,33.91,65.63,80.56,98.91,80.56,86.55,61.51,57.75,15.75,91.26,51.56,24.24,104.24,65.97,8.35,5.38,51.78,33,46.52,13.03,40.46,53.48,70.43,61.25939242,90.05525838,12.97362593,46.10601255,16.50456879,6.121700178,4.489897201,73.80042855,64.8296354,10.27820359,,,,2.894001883,,,4.962762057,109024.9576,114559.2654,85382.58657
1998,RM,I,36.86,63.55,81.05,99.33,81.05,85.95,67.07,56.12,20.14,91.85,53.86,26.77,103.03,71.82,8.34,5.37,51.98,33.41,49.23,28.63,35.14,50.77,62.93,56.20033413,86.00880643,12.34219817,45.3677737,16.54106148,6.184410701,4.536788644,79.3767276,63.99400116,9.112711529,,,,,,,,117338.6017,124182.2413,101171.1459
2000,RM,I,37.38,68.59,86.64,99.87,86.64,91.11,69.32,58.58,21.38,90.98,56.91,30.94,101.91,77.87,8.87,3.47,50.72,35.07,51.34,25.98,38.01,48.66,60.86,52.8333381,83.20336681,11.4121956,44.67450762,17.67887684,4.62485527,4.730835715,82.5717852,51.01855867,14.04735712,7.499047538,1.173333178,4.507799465,3.268135246,23.0001125,40.50237651,5.331079046,133201.426,139918.8661,107895.7273
2003,RM,I,29.3,69.43,88.45,99.63,88.45,92.95,66.87,52.08,23.68,91.86,63.51,31.93,103.75,85.21,9.07,4.55,48.39,34.69,50.76,26.24,37.44,49.24,62.24,53.60136294,83.72754468,10.2099684,41.60312868,17.24257125,7.203635918,4.511312353,87.31521231,49.45910557,8.225334697,17.20472506,2.318706552,10.63374546,3.909139155,29.87790251,49.93674325,4.663265253,147370.3436,156298.8534,117768.0622
2006,RM,I,25.68,70.77,92.47,99.79,92.47,95.51,62.12,47.98,33.6,89.59,60.79,44.2,106.62,77.26,8.96,4.96,45.57,35.07,47.15,18.42,38.47,52.85,68.39,57.4595732,79.68568224,9.737749724,40.72716584,15.16333813,9.977388639,4.265854529,87.8061928,47.90569068,7.037814281,33.89759666,7.803214106,19.3256624,5.790578683,32.83043453,81.10974827,8.882653919,165447.7748,176398.3478,129586.9613
2009,RM,I,18.29,75.81,96.31,99.83,96.31,98.17,61.21,42.09,30.93,91.17,64.65,38.06,102.67,86.32,9.19,3.77,38.81,31.37,44,26.77,32.22,56,71.43,54.75584711,77.57072063,9.851952089,36.09769822,17.92049626,14.13140759,3.984763105,90.2560506,48.7039272,8.479485388,45.11150225,14.2568387,27.20912807,5.76363963,30.96748036,88.95820594,8.881225678,185131.4362,213666.0366,174658.2468
1990,RM,II,32.22,57.16,77.97,98.73,89.78,81.16,63.25,58.35,14.98,90.58,60.37,22.22,102.23,82.61,8.65,3.63,42.33,27,51.71,10.9,46.07,48.29,81.89,,80.3058461,11.15740008,36.44983047,23.90794745,7.911500108,4.34151545,73.78704114,42.4394169,4.526784186,,,,,,,,71556.50996,73065.66836,42315.20596
1992,RM,II,28.22,55.82,83.95,98.96,85.95,87.65,62.35,59.76,19.62,88.85,55.99,29.18,100.16,87.87,8.6,3.73,40.66,27.13,53.89,6.95,50.15,46.11,85.99,64.33647556,83.99233878,11.22251211,35.88145603,23.88447927,8.336858404,4.185591537,68.77268109,61.49091312,8.113587771,,,,,,,,113531.7307,115664.6577,65589.35654
1994,RM,II,26.16,68.92,84.14,99.74,86.35,88.15,64.36,52.7,20.94,90.08,61.15,28.75,101.42,88.83,8.82,3.03,41.64,27.19,53.96,7.31,50.01,46.04,74.58,70.55465764,79.73734241,10.24740812,34.47546857,23.13149557,9.820016835,4.226319233,70.85040767,52.99482927,7.73338882,,,,,,,,159447.9274,161600.6456,91029.07222
1996,RM,II,24.26,77.3,91.09,99.82,91.09,93.92,67.29,57.47,23.93,91.55,63.12,32.78,101.68,86.59,9.24,3.33,42.41,29.87,57.05,7.92,52.54,42.95,74.96,68.53063785,87.25694189,10.12061574,36.58567752,19.7935034,8.759830971,4.268212114,61.41296197,67.72178728,10.15959647,,,,2.295706536,,,3.99185716,207754.4378,211501.7222,113022.2996
1998,RM,II,22.92,78.06,89.56,99.93,89.56,92.86,70.51,52.61,26.02,91.26,66.48,35.35,100.79,86.34,9.25,2.85,40.53,29.83,57.13,10.58,51.09,42.87,75.45,65.78419713,85.8256041,9.292266611,36.06021892,19.6370598,8.836404513,4.240015226,68.71100534,64.14299796,9.827143007,,,,,,,,237894.6978,241985.2828,133400.2799
2000,RM,II,20.69,80.56,92.57,99.76,92.57,95.6,70.21,57.2,24.34,93.11,62.42,31.85,107.52,87.62,9.62,2.69,37.71,31.35,57.87,11.53,51.2,42.13,75.59,65.01164956,82.45644264,8.917854853,35.98936568,19.17182603,7.879947645,4.315081037,73.52274944,52.86629842,11.46471856,10.8324154,2.274903413,7.865064899,4.317900386,27.91402341,43.73148213,4.254638333,262059.6375,266953.9918,144686.0196
2003,RM,II,16.92,81.19,93.62,99.92,93.62,96.58,71.25,55.82,27.26,93.07,70.13,34.35,105.26,93.94,9.8,2.82,37.31,31.58,58.47,10.85,52.12,41.53,75.5,64.40516984,85.32583362,8.662432517,34.59773642,18.96902778,9.258432424,4.139242145,82.90062298,49.83307561,8.899581997,24.01028936,3.36483328,14.28067351,4.551664178,34.14960724,55.43142913,3.351164142,280183.0017,284993.2243,157675.7427
2006,RM,II,14.87,79.21,95.93,99.92,95.93,97.95,69.26,48.21,33.34,93.35,69.99,41.8,106.38,92.68,9.61,3.19,36.84,30.56,56.99,8.37,52.22,43.01,76.44,63.88751485,82.56890791,7.251350797,31.98325272,18.69367861,12.21041638,4.052436928,86.05477867,46.53642038,8.809466982,42.87269328,11.40739963,28.84655741,6.027624626,35.7265374,81.70975586,7.796770768,328630.7466,334173.9462,168376.2484
2009,RM,II,12.22,81.57,97.41,99.94,97.41,98.65,64.45,44.6,32.68,94.89,73.1,38.26,108.14,97.44,9.9,2.6,32.22,29.75,53.44,11.68,47.2,46.56,78.32,61.86361866,85.81634179,7.343780606,29.58512803,20.28277388,14.51884693,3.863422184,88.82489011,49.8070109,10.20610476,53.59578331,23.01396624,43.14336878,4.660990319,38.55380297,89.21950741,7.32869685,382736.7583,398592.1903,225662.9256
1990,RM,III,19.69,70.15,86.03,99.54,93.28,88.42,67.92,51.89,21.64,90.26,63.36,29.54,103.02,91.55,9.19,2.8,32.65,23.24,56.67,5.66,53.46,43.33,85.71,,79.54840171,8.546403429,28.62337647,25.11089708,12.23680507,4.058114031,64.90624743,40.48879906,7.576333139,,,,,,,,108433.3845,109525.4281,52306.58097
1992,RM,III,16.85,65.03,88.67,99.29,90.11,91.96,67.96,54.22,24.54,90.91,67.16,32.02,103,109.69,9.23,3.2,33.72,24.41,58.39,3.53,56.33,41.61,87.02,62.8298008,79.45561128,8.675684299,28.49333346,25.18191575,12.02538989,3.791284521,59.50985402,62.02506215,8.488586304,,,,,,,,164432.8158,165795.3183,80695.11009
1994,RM,III,16.12,76.51,91.45,99.77,92.53,94.36,70.11,55.36,22.64,92.6,63.39,30.51,105.17,82.52,9.34,2.58,31.84,24.52,58.6,4.64,55.88,41.4,80.69,76.26051327,80.73932438,8.331466496,28.93215094,24.24083474,11.94420616,3.879041573,61.40360287,52.05972643,6.944098159,,,,,,,,230881.5395,232483.5832,117014.039
1996,RM,III,13.61,83.41,93.87,99.64,93.87,96,74.88,55.01,30.19,93.03,74.33,38.2,104.63,100.44,9.86,2.77,27.79,28.03,57.83,3.21,55.98,42.17,80.45,71.05523244,83.1833212,7.828431549,30.03325589,20.72731135,12.53955116,3.894191595,55.49023322,63.60408731,9.193299454,,,,2.480335653,,,3.679998163,304799.5953,307444.2521,149341.0963
1998,RM,III,13.48,82.62,93.21,99.95,93.21,95.51,70.98,56.25,28.39,92.34,68.85,36.41,104.82,94.4,10.02,2.49,31.8,27.16,61.75,6.57,57.69,38.25,80.81,68.96939154,81.48056245,7.779433128,29.43059706,21.93048317,11.19124468,3.86178295,58.27259751,67.2099513,8.455493184,,,,,,,,354552.2899,356887.2161,176453.1256
2000,RM,III,9.04,83.68,95.54,99.86,95.54,97.51,74.52,54.51,28.72,92.24,73.21,36.71,103.94,103.19,10.07,2.1,29.03,27.52,58.79,7.31,54.49,41.21,82.57,65.40371758,80.40863719,6.83960019,27.63165499,20.95889712,13.65055756,3.75149861,60.8498186,53.67920327,11.69868615,13.78288287,5.735120025,17.23398019,2.786329378,35.33061148,47.9569136,4.318347563,363343.264,366624.1263,185203.3333
2003,RM,III,9.05,85.69,96.39,99.93,96.39,98.01,72.67,51.3,32.91,94.4,77.21,40.45,103.78,108.92,10.49,2.33,24.46,27.85,63.91,6.14,59.99,36.09,79.96,65.05051263,82.16952994,6.337871367,26.51521621,21.58887313,12.22244479,3.751411601,73.12871472,49.87825152,10.92507022,31.57976838,8.533323756,25.90761749,3.287825737,43.34018206,54.34911955,3.253973955,407885.752,411117.4173,198202.6196
2006,RM,III,8.05,84.88,97.2,99.91,97.2,98.75,69.21,51.38,39.83,90.63,74.5,52.89,102.61,92.94,10.46,1.68,26.69,28.14,64.25,4.94,61.07,35.75,81.38,67.24239076,82.65185024,6.005874342,26.42299912,20.68678393,13.29491552,3.810771907,78.22496353,46.67033951,9.43926571,49.95947762,20.11264251,40.02703239,4.920317838,40.7551573,83.55999232,6.856658141,493438.0357,496676.6291,212286.4997
2009,RM,III,7.12,85.98,98.73,99.94,98.73,99.47,68.25,47.64,39.8,93.28,70.4,47.51,107.51,96.83,10.71,1.78,26.45,25.73,62.88,7.99,57.85,37.12,82.71,66.12639251,81.70989721,5.789607152,23.33536919,21.74668995,15.11373986,3.702492475,83.36640968,49.95376216,10.42649764,61.07852361,32.84535737,49.16445008,5.406003992,44.73472175,90.9995379,6.526242868,596203.069,607677.7312,279555.7541
1990,RM,IV,8.47,77.68,90.47,99.49,96.49,91.88,68.12,53.64,26.41,90.42,75.64,33.94,97.53,101.93,10.55,1.33,25.16,21.54,59.78,3.47,57.7,40.22,86.51,,78.35593744,8.028637095,23.95218769,27.32980076,13.02563764,3.705865397,54.06170076,42.81023955,4.660402988,,,,,,,,169387.4485,170180.8781,75397.17834
1992,RM,IV,9.61,73.02,92.89,99.39,93.69,94.56,70.4,55.7,23.83,90.1,72.13,33.5,100.11,103.65,10.24,2.27,23.44,23.71,62.84,2.35,61.37,37.16,89.8,65.43264489,75.22503879,6.438435114,24.77785199,24.77725475,12.7685709,3.683270212,45.72786316,59.26540887,6.223581758,,,,,,,,262196.548,263345.245,114554.3179
1994,RM,IV,7.71,82.72,94.62,99.95,95.16,96.06,68.56,55.84,32.46,93.9,69.5,38.38,106,99.6,10.67,1.59,20.49,25.76,64.87,3.05,62.89,35.13,86.58,75.92491738,75.7459768,6.640666975,24.06032901,25.31992732,10.13435913,3.627378479,44.34423246,55.04097175,5.194641393,,,,,,,,367358.1367,368344.0819,163975.9142
1996,RM,IV,5.85,90.72,97.03,99.54,97.03,98.83,69.49,59.7,31.04,89.36,81.95,44.97,96.97,104.51,11.24,0.99,20.45,28.11,62.73,2.25,61.32,37.27,82.25,71.63156564,77.49997914,6.450961106,25.11313295,23.93157505,11.50324816,3.622843213,40.47191838,65.03794874,10.12515316,,,,2.557767312,,,3.588951233,496021.0082,497522.3721,221720.8757
1998,RM,IV,4.87,89.25,96.09,99.95,96.09,97.08,72.42,55.95,30.91,91.46,73.1,42.78,104.08,101.85,11.29,1.28,20.2,27.2,63.92,4.18,61.25,36.08,82.03,67.58208438,76.82416339,6.325882676,24.26162389,23.16805226,11.40847692,3.510244343,43.56729349,64.85110582,6.022317033,,,,,,,,564585.114,565797.1523,261839.023
2000,RM,IV,4.15,89.51,97.44,99.98,97.44,98.29,69.99,55.96,34.2,90.09,75.04,47.92,100.34,101.45,11.37,1.24,16.61,26.73,64.86,4.57,61.89,35.14,85.49,70.14466146,77.04480111,6.24542466,25.02238874,20.79897714,13.80680195,3.469229274,49.08817451,54.00152044,9.75604885,22.75062205,12.36282954,29.44668671,2.50787065,47.71163081,57.08226134,3.847143128,585882.3715,587723.8322,272416.3077
2003,RM,IV,3.26,90.66,98.13,99.91,98.13,99.19,69.36,57.39,33.7,91.38,79.5,46.74,101.33,102.1,11.89,0.88,13.67,29.07,66.33,4.36,63.44,33.67,85.33,70.20239454,78.41350048,5.673110399,24.21794478,21.04784196,12.55011186,3.487922763,57.41247055,51.63091433,10.79632315,43.25117573,22.3901649,42.8979682,3.361233804,57.82891155,61.8408973,2.776869847,651893.3669,653235.2358,305843.379
2006,RM,IV,3.46,89.48,99.06,99.99,99.06,99.46,70.32,52.11,44.41,93.03,78.22,55.01,107.12,103.97,11.57,0.92,16.62,28.38,67.95,3.88,65.31,32.05,82.82,69.35748469,78.28898921,5.181134836,22.20608411,22.41975968,13.26381135,3.440129893,67.27411697,49.00293653,11.31106202,61.44354367,32.13724567,52.92368843,4.03629954,50.14683416,86.23967205,6.239683602,759919.1317,761580.3853,325832.8947
2009,RM,IV,2.37,91.02,99.29,100,99.29,99.71,67.11,51.6,38.51,95.36,77.67,43.44,107.38,101.77,12.07,0.62,17.17,25.37,65.86,5.97,61.92,34.14,85.99,67.93372701,78.13783332,4.491801131,19.2287753,21.58471217,16.6997946,3.37526034,68.44099726,53.75858929,9.415781409,71.75117892,49.26350032,63.84712128,3.420147224,56.70336044,92.47991277,5.468952306,939483.171,945453.4142,402177.6843
1990,RM,V,3.49,91.8,97.13,99.8,98.7,97.51,68.4,59.71,31.49,91.3,78.06,39.31,102.95,103.92,13.1,0.44,12.46,25.82,60.6,2.49,59.1,39.4,91.58,,68.99239047,7.451713808,24.06883567,21.9823558,13.69310249,3.457764645,30.79710832,45.83760148,3.076482723,,,,,,,,514235.2984,515051.9166,237752.6854
1992,RM,V,3.11,85.83,97.31,99.8,97.61,98.18,69.08,60.34,51.15,92.04,77.56,60.52,103.59,105.68,12.79,0.63,12.15,27.65,61.9,1.72,60.84,38.1,91.25,67.83187911,67.23222716,6.387710472,23.95714345,20.78973941,15.32765222,3.262472655,25.13519766,66.17025101,4.591883579,,,,,,,,872233.7825,872987.2246,433007.942
1994,RM,V,2.94,94.02,98.85,99.97,98.92,99.17,67.96,62.3,42.66,89.33,79.8,51.64,103.07,97.54,13.03,0.43,8.65,29.95,63.52,1.87,62.33,36.48,90.89,78.45415392,68.76417765,6.884968234,25.24058088,21.47093825,12.36265639,3.385652311,24.83237152,56.99426474,3.664865805,,,,,,,,1194599.302,1076267.413,589679.5097
1996,RM,V,1.9,96.92,99.07,100,99.07,99.17,66.55,60.14,46.24,90.74,78.77,56.68,99.02,97.3,13.3,0.54,7.43,27.36,67.42,1.22,66.59,32.58,89.82,70.74092615,66.39954695,7.080763901,23.6474352,21.33976271,12.7763267,3.331508326,21.47754979,70.83391167,4.158662819,,,,1.280269853,,,2.399456968,1525852.193,1526329.566,689006.5545
1998,RM,V,1.76,95.68,99.6,99.99,99.6,99.71,70.49,56.54,39.84,91.85,84.69,49.71,98.26,112.26,13.91,0.22,6.33,29.07,64.9,2.75,63.11,35.1,88.72,73.92809776,66.74412664,6.333353529,23.19905357,20.94256253,14.56531005,3.061145005,21.67334286,69.18112515,3.799418635,,,,,,,,1728023.239,1728340.818,884428.8537
2000,RM,V,0.97,96.51,99.52,99.98,99.52,99.65,63.99,59.16,48.29,90.86,80.43,58.86,100.47,100.74,14.29,0.18,6.45,31.07,67.22,2.36,65.64,32.78,86.54,73.36162746,69.8573851,7.367713211,24.72130915,19.6665525,12.71849405,3.051665573,21.81822255,63.49397205,6.332227941,45.47089139,38.70152337,60.40972181,0.874671728,76.93177354,72.57850499,2.500788173,1895456.339,1895874.622,912196.6208
2003,RM,V,1.22,96.4,99.49,99.99,99.49,99.85,64.56,57.41,44.98,91.89,81.42,55.54,102.32,105.36,14.32,0.18,5.33,31.03,67.78,2.61,66.01,32.22,88.2,72.08280974,67.85077586,5.475827308,21.0972032,20.76037674,13.49643246,3.006811895,28.24635287,59.02533912,4.665944775,64.83540488,52.60997947,70.51059774,0.985671699,81.75864693,79.67965699,2.075637929,2107260.616,2107570.169,1087496.377
2006,RM,V,1.02,94.14,99.73,100,99.73,99.89,66.37,58.43,48.95,93.66,86.08,56.53,101.92,110.47,13.98,0.34,7.85,28.82,71.27,2.96,69.16,28.73,85.82,72.92748852,69.25104472,4.497482167,19.97811629,22.28648537,12.8357497,3.079834563,35.70793872,54.8514155,3.631316955,78.84857335,64.49357969,78.83555255,1.799223746,72.67176396,93.37864613,4.173316529,2230028.304,2230637.202,945052.6861
2009,RM,V,0.79,95.08,99.55,99.99,99.55,99.74,64.22,53.98,59.1,91.52,69.22,69.78,103.35,100.52,14.61,0.12,5.69,27.43,73.63,4.25,70.5,26.37,87.06,69.71793139,68.17465989,4.607806488,16.81871544,24.14240056,16.27906977,2.931893392,37.70874759,57.91066336,5.942748185,83.19609651,75.37071193,82.54777748,1.985251061,77.3755686,96.41289539,4.772268237,2875600.72,2877439.165,1287528.733
1990,V,I,51.1,48.6,44.61,96.27,60.27,55.18,60.72,54.82,11.53,90.89,61.62,14.66,102.16,71.83,7.89,5.33,67.14,31.55,44.79,27.96,32.27,55.21,79.37,,82.85295909,15.26014939,48.1037432,20.60680217,4.113933683,4.707849712,84.73322259,40.46320009,6.43032275,,,,,,,,28938.82309,31215.75531,25406.70729
1992,V,I,40.94,41.72,60.45,96.17,63.28,72.09,58.82,65.32,15.28,89.85,57.97,25.8,101.14,71.47,8.08,4.65,59.45,34.78,41.6,12.11,36.57,58.4,82,56.17250365,90.75733879,14.28567036,48.4640337,17.57621412,4.890617553,4.502519589,89.38175445,62.10653012,8.069223191,,,,,,,,50853.75179,53765.35846,44084.885
1994,V,I,38.97,52.65,75.39,97.67,77.09,81.24,60.88,51.24,19.62,91.42,53.92,24.75,105.84,68.29,8.02,3.89,54.84,32.76,43.89,19.23,35.45,56.11,55.82,65.16781411,83.97487412,13.57431559,45.68621084,16.95622423,7.79485871,4.661485646,86.84809686,53.4829401,6.242958704,,,,,,,,72365.17674,76450.42005,59402.73178
1996,V,I,37.49,59.24,71.14,98.85,71.14,82.86,59.12,58.19,22.88,86.43,45.96,34.1,100.73,62.83,8.32,4.84,62.45,33.11,45.69,17.91,37.5,54.31,66.12,61.25255696,89.56184021,12.84212327,44.93489407,18.50223903,5.478987333,4.463572322,88.54369454,63.69102874,11.80204345,,,,0.64690317,,,4.146030657,84314.45758,90520.07117,71225.26105
1998,V,I,32.77,61.18,72.83,99.05,72.83,81.66,69.04,59.74,23.61,92.3,64.08,30.51,105.79,81.21,8.36,5.9,64.6,35.19,48.3,24.38,36.52,51.7,59.2,54.35791904,87.41953562,11.36639155,44.08495867,17.06179738,6.823672375,4.42325695,87.60149095,59.92152578,12.1192053,,,,,,,,97247.48886,105458.2843,80109.16751
