year,region,quintil,porc_de_hogares_con_hacinamiento,porc_de_hogares_con_materialidad_aceptable,porc_de_hogares_con_saneamiento_aceptable,porc_de_hogares_con_energia_electricidad,porc_de_hogares_con_sistema_eliminacion_de_excretas,porc_de_hogares_con_agua_dentro_de_la_vivienda,porc_de_hogares_propietarios,porc_de_hogares_biparental,tasa_neta_de_educ_pre_escolar,tasa_neta_de_educ_basica,tasa_neta_de_educ_media,tasa_bruta_de_educ_pre_escolar,tasa_bruta_de_educ_basica,tasa_bruta_de_educ_media,prom_de_escolaridad,tasa_de_analfabetismo,porc_de_asistencia_a_establecimiento_municipal,porc_de_asistencia_a_establecimiento_educal,tasa_de_participacion,tasa_de_desocupacion,tasa_de_ocupacion,tasa_de_inactividad,porc_trabajadores_con_contrato_trabajo,porc_de_trabajadores_cotizando,porc_de_trabajadores_asalariados,porc_pob_de_0_a_4_agnos,porc_de_pob_menor_de_18_agnos,porc_pob_joven,porc_pob_adulto_mayor,prom_de_personas_por_hogar,porc_de_pob_en_sistema_publico_de_salud,porc_de_mujeres_que_se_han_realizado_el_pap,porc_de_menores_de_6_agnos_con_sobrepeso_u_obeso,porc_pob_con_telefono_movil,porc_hogares_con_internet,porc_hogares_con_computador,porc_pob_que_pertenece_a_etnia,porc_pob_accede_a_computador,porc_pob_accede_a_internet,porc_de_pob_con_discapacidad,prom_de_ingreso_autonomo_del_hogar,prom_ingreso_monetario_del_hogar,prom_de_ingreso_ocupacion_principal_de_los_ocupados
1992,X,II,35.09,67.56,47.32,81.09,47.74,63.74,63.36,49.18,13.64,86.89,39.12,21.18,99.5,62.8,6.77,9.78,70.45,24.58,48.12,7.24,44.64,51.88,72.07,53.49441739,74.63968614,12.00557654,37.77447037,23.04656223,9.794270858,4.433544238,66.5864944,59.44097829,5.682863003,,,,,,,,85271.39558,88049.65247,47181.55331
1994,X,II,23.06,70.31,51.12,80.57,52.16,66.9,64.76,59.06,11.73,89.17,48.32,16.14,99,64.65,6.58,9.67,74.09,22.96,47.86,10.86,42.66,52.14,62.61,65.02273411,80.86332272,11.14961272,36.34649594,22.54336063,9.9201349,4.095624787,79.94031295,54.53928606,3.217166156,,,,,,,,97034.27044,100420.2747,59849.27318
1996,X,II,28.14,77.79,46.17,89.88,46.17,71.24,67.75,58.78,10.75,91.51,52.67,15.49,103.91,69.01,6.81,9.76,74.11,26.45,47.98,7.43,44.42,52.02,71.88,52.87042605,76.89647479,10.27399477,38.37499133,21.00857823,8.893616037,4.362944879,73.75822996,60.86551017,13.42315954,,,,8.969887102,,,5.821551671,114005.1716,120242.2155,69064.46474
1998,X,II,28.31,81.24,57.59,88.62,57.59,78.83,67.4,57.94,11.16,91.37,44.77,17.29,108,64.08,7.31,8.96,78.83,27.82,47.69,11.52,42.2,52.31,60.77,51.03143258,75.10253155,10.96218242,38.82029924,18.37960429,8.938195108,4.171613203,71.91585087,65.72308772,9.144247281,,,,,,,,131401.7212,138415.3349,89725.27746
2000,X,II,24.26,84.56,61.78,87.91,61.78,86.79,65.91,60.97,14.68,92.34,50.53,20.77,104.46,72.65,7.27,8.09,70.43,31.49,49.66,13.94,42.74,50.34,72.11,55.56239768,75.1169685,8.534379784,39.46567069,16.51987752,7.943017211,4.282811543,79.78676205,55.08255304,15.25254081,9.540849359,0.799983618,2.551142297,10.04518679,20.06029285,46.61078649,3.578083725,158312.1831,168346.7482,98551.85223
2003,X,II,16.07,85.79,70.23,96.48,70.23,89.42,72.76,57.46,23.7,94.79,59.62,29.84,108.86,87.63,7.95,6.4,67.08,31.93,47.14,10.5,42.19,52.86,70.78,55.48721728,74.49536052,7.961220249,37.07822423,16.81793668,11.17196286,4.134136435,87.25193474,54.99296165,11.51720673,30.20600147,1.407372442,6.103506134,14.73972733,30.88534934,56.43328368,3.993637471,169586.6094,180503.2587,108637.1015
2006,X,II,16.33,84.59,77.87,97.03,77.87,92.66,73.9,56.32,28,91.54,60.8,37.6,108.39,80.93,7.89,6.15,64.87,30.62,50.43,5.61,47.6,49.57,73.21,57.89053068,77.52015173,7.359678928,34.29445819,17.05695715,12.64931867,3.938773607,94.09619291,51.35311582,12.63533225,46.23638801,3.502113786,13.85369073,23.37568492,30.1360977,81.82175677,6.293563052,252998.5428,268027.9165,133948.3097
2009,X,II,15.6,88.11,83.4,99.25,83.4,94.77,72.21,51.73,34.16,94.15,64.48,40.91,107.22,88.7,8.11,6.75,54.7,29.53,50.52,11.93,44.49,49.48,65.75,45.65301881,77.56471568,8.499057986,32.97929773,16.75792999,12.66154711,3.91920893,93.52895601,52.29551378,18.94275845,61.11754368,10.75306365,26.99014612,23.39724353,31.02965295,83.80594136,7.386593044,264231.8849,298734.4907,159730.0537
1990,X,III,20.44,74.87,42.57,79.06,44.7,61.12,54.23,50.13,10.58,89.68,45.88,14.83,104.27,64.26,7.22,8.08,73.58,20.9,51.58,6.2,48.38,48.42,86.47,,74.18884897,9.15920117,31.22680505,25.87381947,10.13794232,4.298320853,78.40117202,35.98752599,4.756926294,,,,,,,,82790.80713,84177.12975,38787.56233
1992,X,III,17.33,73.59,48.94,84.58,49.36,68.51,63.7,52.26,11.08,91.95,39.99,15.87,110.88,63.11,7.24,8.54,70.66,21.54,52.41,4.81,49.89,47.59,77.19,52.10439333,68.15321135,8.524532298,30.79306908,23.18577272,12.68246091,4.053359143,60.03898743,56.68007931,4.546746235,,,,,,,,123721.6333,125965.4286,57937.39891
1994,X,III,18.18,81.82,56.9,81.51,57.17,69.49,65.03,57.28,14.8,90.29,43.13,18.8,106.91,61.59,7.17,7.25,70.58,20.58,52.87,4.93,50.26,47.13,68.76,65.20855485,75.20553873,8.662444302,29.69154411,22.53382459,13.06953706,3.727484252,71.96404578,49.45757832,2.945921302,,,,,,,,136219.2001,139303.9349,71506.71371
1996,X,III,21.88,82.26,57.6,87.22,57.6,79.6,71.96,53.99,22.8,92.03,58.42,29.93,102.28,88.72,7.49,9.19,68.66,25.9,48.78,4.02,46.82,51.22,70.8,52.23997043,68.34138225,7.398322671,31.66700137,21.83970699,12.83577665,4.179245849,69.96838895,67.42582473,10.62766029,,,,9.744328933,,,4.331493066,176041.8755,182135.3418,91420.36022
1998,X,III,18.25,84.28,59.97,91.05,59.97,80.9,68.89,52.97,17.75,94.38,50.88,23.33,109.32,70.82,7.87,7.53,65.15,25.04,55.38,5.31,52.44,44.62,69.75,55.95336094,71.47326621,8.234998864,31.89304114,20.00104175,10.02585423,4.088513736,53.7478681,59.87174476,11.71080073,,,,,,,,208631.6174,214945.8125,106338.0419
2000,X,III,14.65,89.26,70.32,93.6,70.32,87.91,69.93,56.61,20.62,93.69,64.17,30.17,107.08,90.15,7.85,5.77,63.87,26.49,56.09,8.25,51.46,43.91,74.73,59.49559404,70.95174869,7.250111301,30.35944758,20.35400618,12.24091488,3.980755805,69.05499613,49.25805562,6.874880975,12.78671181,2.090815201,9.56798817,7.19843673,29.86930148,38.22544176,4.183977654,233646.4031,241484.4852,115339.9679
2003,X,III,12.17,88.03,74.31,96.3,74.31,90.8,74.91,56.94,30.92,95.06,68.01,37.02,109.69,92.63,8.53,5.46,64.99,28.76,54.52,7.86,50.23,45.48,77.14,58.13206655,73.04406502,7.10584652,31.38719677,19.08904949,11.45649353,3.837803254,78.14495267,51.72387047,13.2146914,34.54231525,3.007012874,16.90267207,12.20499325,39.62659307,52.00890418,4.217693178,258428.1962,266082.3225,142957.3039
2006,X,III,8.03,87.82,81.56,98.71,81.56,92.58,76.06,48.8,34.49,90.41,64.96,47.79,102.29,97.16,8.61,5.73,60.15,26.97,59.43,3.58,57.3,40.57,79.17,58.84773079,75.09218664,5.601663697,27.54357378,20.07088466,13.05659995,3.680856029,86.74809279,47.39454094,10.57363783,52.5593095,3.045675375,21.33403573,19.34065648,33.83974705,78.36661971,5.429926053,362531.8519,374586.4201,157069.2796
2009,X,III,9.8,89.57,84.38,98.61,84.38,95.53,69.56,45.62,37.05,91.39,64.3,47.81,110.82,98.95,8.73,4.83,44.85,27.26,55.85,7.9,51.43,44.15,80.33,56.81532938,69.62606359,6.028885808,26.52507424,19.82611387,14.16142489,3.622744422,89.46131501,49.8360561,15.05211279,64.79110683,18.3717171,36.74582014,21.19368442,36.13658612,84.38959187,8.108607865,393996.0113,422858.0287,202695.0607
1990,X,IV,11.37,77.54,54.6,83.55,55.89,70.59,57.99,53.99,9.45,88.07,62.28,16.58,95.96,76.37,8.21,6.68,64.17,19.61,54.4,3.1,52.71,45.6,87.56,,68.25385792,7.37644149,26.03746784,23.35603167,14.13361078,3.638632603,68.94205202,38.33851131,3.787683587,,,,,,,,116468.484,117671.3248,51314.28344
1992,X,IV,7.91,85.67,64.49,88.56,66.16,75.82,63.38,51.5,11.74,91.24,61.61,19.56,104.05,86.44,8.65,6,55.43,21.9,55.44,2.12,54.27,44.56,85.51,57.37809513,64.96063596,7.319578704,27.12047324,24.21122493,13.74116289,3.577844311,45.05633642,58.08571628,3.350316505,,,,,,,,185138.6588,186347.0624,83035.49262
1994,X,IV,6.72,82.91,69.97,86.95,70.06,78.45,61.89,46.87,18.64,90.07,51.23,26.2,103.06,85.54,8.14,5.49,57.44,19.48,57.61,2.88,55.95,42.39,79.56,69.13619938,66.92063492,6.006303309,22.63860249,24.44641016,15.35816384,3.224663279,55.13877406,60.55306309,4.514995057,,,,,,,,197368.3828,199364.7405,97565.71265
1996,X,IV,8.93,87.42,72.28,89.23,72.28,84.98,75.14,48.55,19.55,95.74,74.07,24.86,105.29,100.38,8.3,7.65,59.88,23.22,55.82,3.18,54.05,44.18,86.12,57.40810963,63.28329109,6.22255128,26.68955112,19.57742292,16.09259228,3.572527803,46.94756382,65.53659586,5.643648764,,,,5.828936476,,,3.836344937,246463.7163,251582.9013,121746.6246
1998,X,IV,7.06,90.19,71.47,94.34,71.47,87.43,67.69,54.42,21.98,92.44,70.22,27.6,99.24,105.5,9.06,3.76,55.02,22.35,56.87,3.14,55.09,43.13,75.41,57.74713337,64.2909384,7.040897462,25.50506553,22.74052478,13.76645013,3.559159864,36.15444164,65.42779154,6.076029903,,,,,,,,304710.8276,308144.7966,156831.799
2000,X,IV,5.38,91.35,81.13,95.77,81.13,93.1,69.24,57.01,17.14,90.96,70.65,30.13,102.73,96.75,9.34,5.58,55.68,25.35,56.75,2.67,55.23,43.25,77.22,59.45535073,74.09675053,6.517854804,25.72034897,20.73619953,15.79082502,3.419671015,49.00617598,46.73265161,11.81795938,19.83629899,9.000007173,18.54946884,3.917911786,43.40621313,49.63852802,5.136610454,344478.4776,350708.6796,170697.9223
2003,X,IV,6.15,90.87,82.32,97.92,82.32,92.78,72.82,57.03,38.18,93.08,75.44,50.18,103.76,102.24,9.68,3.25,51.7,28.96,62.6,4.95,59.5,37.4,83.33,61.32887544,65.43634617,5.758244107,28.06299916,19.45356678,10.9665572,3.551667616,61.82105543,50.7810915,10.44029851,48.66465973,14.50727505,36.79451295,9.446106701,56.50906991,64.8448388,2.594527423,403316.1033,408290.0262,205949.62
2006,X,IV,5.85,88.62,83.13,98.95,83.13,93.63,73.71,59.16,34.08,94.92,82.53,39.75,102.14,112.91,10.02,3.49,41.99,27.04,66.34,2.55,64.65,33.66,86.58,62.30425202,68.49799016,6.040381682,25.538175,21.71257744,10.79251751,3.452770399,79.31549981,47.57702561,9.009883516,65.46176245,12.85587659,41.65674446,15.51502884,47.32773662,81.10145803,4.429935969,558991.2627,565133.7304,229245.2668
2009,X,IV,3.47,90.93,89.44,99.5,89.44,96.7,69.22,56.85,38.64,95.77,76.24,44.3,108.22,104.74,9.73,2.6,40.27,28.22,63.3,5.61,59.75,36.7,81.96,56.52079013,67.76903526,5.712539896,26.10815344,19.63961856,12.25517918,3.319888644,79.64349155,53.7807423,13.28634127,72.98788738,29.2614628,49.2533956,18.53052739,49.46209987,86.55697299,7.234887563,587836.2653,607457.8852,263935.6372
1990,X,V,2.38,84.07,74.78,87.63,76.45,84.02,66.63,58.71,21.03,88.87,71.12,31.98,96.95,90.12,10.79,1.29,40.74,22.21,60.04,2.26,58.68,39.96,87.36,,51.59340135,6.583877377,25.8650298,18.32671019,13.92137383,3.195464853,40.5463897,52.42284786,2.601480153,,,,,,,,428424.7814,428908.9541,189541.6136
1992,X,V,2.66,89.15,86.68,94.73,86.68,92.09,69.06,58.29,24.02,87.42,83.98,36.69,93.04,102.01,10.95,1.97,31.88,20.85,63.02,1.58,62.02,36.98,86.7,58.74522982,55.09744301,7.609122703,25.07519596,19.22247055,15.30133131,3.240951029,26.51446086,69.94882619,4.880059352,,,,,,,,513764.066,514450.3166,230535.2382
1994,X,V,2.03,96,90.52,93.74,90.52,92.66,70.44,54.64,28.11,89.49,64.99,41.29,100.26,87.81,11.02,0.45,33.8,22.41,62.32,2.29,60.89,37.68,84.93,72.37934394,56.14680595,5.809870234,24.29988295,17.0425797,17.50764622,3.022099658,29.52088201,59.97992231,8.260561718,,,,,,,,630480.6608,631263.1895,316677.0859
1996,X,V,3.36,92.01,85.16,95.76,85.16,89.8,70.09,56.19,36.41,91.4,71.81,45.78,103.15,87.56,11.24,1.4,32,26.34,63.22,1.91,62.01,36.78,90.63,65.50456658,55.98814388,6.190718833,25.49711767,19.81349262,13.11813566,3.254590501,34.53740211,71.98440441,11.85468451,,,,2.264110181,,,1.619227653,796929.7978,798398.4175,380912.2442
1998,X,V,3.66,95.49,90.7,97.4,90.7,94.97,71.73,61.93,27.71,96.36,79.21,33.15,103.44,108.02,11.96,0.91,31.68,27.25,68.24,3.54,65.83,31.76,87.24,59.8431854,60.74426815,6.5084538,26.81112873,17.10914802,11.05564952,3.282781969,25.34732568,76.56335434,5.861123141,,,,,,,,871167.1262,872128.6636,412094.346
2000,X,V,2.3,96.52,88.11,94.76,88.11,94.13,65.91,50.74,31.98,90.9,62.99,47.78,104.19,87.49,11.95,1.01,25.49,26.77,65.35,2.14,63.95,34.65,93.66,70.20798546,66.41064678,5.952395657,25.21955558,15.76291703,15.79564965,2.910414495,37.60429836,56.07073181,3.733060598,37.06361584,30.6573957,52.97634098,2.445367528,64.30750695,65.75909585,4.007585335,914227.6621,915641.9733,447714.0414
2003,X,V,2.16,96.07,93.03,98.85,93.03,97.48,71.14,59.65,35.76,91.54,80.59,47.36,101.05,107.18,12.06,1.38,28.18,29.9,64.2,2.02,62.9,35.8,86.06,65.92416347,56.02757873,6.049858732,25.20105639,18.83883493,12.09700598,3.189721679,39.45506595,54.29917782,9.265175719,60.82239475,37.26082107,57.40762408,6.298801083,71.54268012,74.6345688,1.652899009,1125413.855,1127546.958,551498.2815
2006,X,V,1.53,94.14,91.35,98.72,91.35,96.54,71.5,53.41,39.69,93.94,84.48,53.14,106.26,99.9,12,1.39,26.54,25.95,71.84,2.58,69.99,28.16,91.25,69.28119319,61.1640324,3.293616955,20.41729579,20.0511645,12.41951761,2.983381958,55.77980175,49.22387548,1.914311759,73.77281034,38.21202885,59.32195815,10.06783994,60.87280102,89.27163248,3.692315943,1336307.332,1339496.339,502998.9743
2009,X,V,2.48,93.93,95.68,99.56,95.68,98.47,66.51,57.08,60.41,95.58,73.33,67.62,102.94,106.25,11.86,1.11,29.19,24.4,71.69,4.25,68.64,28.31,87.1,64.20546379,66.66111518,4.121900748,19.52366771,17.66812514,16.11649448,2.824035538,56.30739722,58.57012125,8.461414011,79.40107972,56.01193475,68.21114426,12.1033053,68.69351963,95.48338708,4.855271825,1423456.162,1433633.601,567188.3768
1990,XI,I,46.93,72.89,40.03,87.46,53.75,65.99,58.55,52.69,8.42,89.67,46.19,12.64,109.67,60.64,6.3,13.89,86.13,33.39,37.07,24.82,27.87,62.93,76.45,,81.10642288,15.28583776,52.01259415,16.02049636,7.068773923,4.417234797,85.49404847,52.19378428,4.490566038,,,,,,,,33805.47641,35952.01473,35135.37666
1992,XI,I,45.32,70.95,38.71,78.63,41.16,58.8,55.37,59.06,4.1,86.62,36.56,10.38,104.58,46.18,6.15,10.41,72.14,27.92,42.54,17.29,35.19,57.46,82.07,57.54013761,84.92902446,17.55642112,49.71359835,19.32638332,6.444037118,4.150737042,79.16270219,63.69927062,4.576376005,,,,,,,,46177.43842,50054.32953,43977.88331
1994,XI,I,42.8,70.56,49.03,83.68,49.03,66.64,72.09,51.11,11.07,85.89,48.89,19.07,97.67,86.31,6.47,11.13,83.38,30.45,52.18,16.64,43.5,47.82,48.3,54.17038359,63.36083214,14.8179896,46.5512315,15.61803532,6.023201326,4.181362007,67.56669436,50.46784494,8.094713656,,,,,,,,49641.88578,54352.70155,48777.21885
1996,XI,I,39.92,79.75,59.98,88.67,59.98,81.67,65.11,56.63,23.18,87.62,45.72,29.29,99.57,76.9,6.48,12.39,77.71,34.86,46.66,14.42,39.93,53.34,71.24,64.82213439,83.30605565,13.41046114,47.69974472,18.21193852,6.485253381,4.411933861,75.13748716,66.12682927,9.143835616,,,,13.69432526,,,9.596905784,83110.97196,89527.35682,64487.402
1998,XI,I,41.15,82.44,63.1,96.4,63.1,81.11,70.51,62.77,25.89,90.46,65.35,35.1,99.7,78.31,6.23,14.36,73.64,36.65,39.11,12.95,34.04,60.89,58.96,48.49412966,81.24123422,11.76743467,47.06973867,13.24158549,9.422194732,4.179448514,88.91986515,68.66174921,12.08178439,,,,,,,,101495.6713,114440.09,91704.9662
2000,XI,I,26.89,82.05,63.04,86.66,63.04,85.51,70.55,55.12,28.42,89.81,59.36,34.74,102.03,80.77,6.95,9.39,69.9,34.63,50.93,17.21,42.17,49.07,66.19,61.645469,80.45485251,10.29172995,42.36107474,16.74435657,7.426805636,3.907695456,79.24636353,60.73234525,23.97684994,7.775179556, ,2.233421143,13.53796816,30.99780629,23.37550933,12.9194823,95536.05465,107342.0506,82732.13374
2003,XI,I,26.4,75.82,75.96,95.55,75.96,86.32,67.36,51.22,35.07,90.58,38.46,53.81,113.78,56.25,6.72,11.36,65.75,38.14,46.14,24.03,35.05,53.86,66.91,51.32802125,72.60812582,6.869806094,42.30672375,11.79048099,12.22865777,3.837456513,81.90652708,41.51223128,13.46704871,10.88768213,0.606121324,2.644893052,21.47973751,31.33713909,38.44806446,8.836347242,87864.92752,110188.4134,92502.36347
2006,XI,I,23.6,78.3,86.95,96.87,86.95,92.09,69.32,55.96,45.15,92.22,60.59,53.36,109.98,81.83,7.37,7.93,57.27,36.32,38.69,4.52,36.94,61.31,71.12,61.38572032,81.33420966,12.96165132,41.66245067,18.29404027,16.26024486,3.776461597,85.98314607,48.03619561,23.17720908,33.22294023,3.918539326,8.679775281,16.72752809,30.38047498,89.88368948,9.81741573,124197.9578,147909.1639,127489.3132
2009,XI,I,19.35,77.42,95.27,97.54,95.27,97.11,71.94,40.66,53.7,90.86,61.1,62.86,109.38,78.28,7.49,9.04,38.01,35.49,38.36,24.25,29.06,61.64,66.81,43.87149028,77.72597773,12.77223113,39.1857638,15.4415188,19.07299157,3.450731881,90.21293612,51.67410714,8.661417323,50.14954561,11.22663201,31.37058882,29.62611217,27.83554156,64.58911419,10.89173248,92605.87754,143849.2521,138815.1368
1990,XI,II,36.78,76.86,48.19,86.54,53.3,69.49,54.68,54.81,17.35,90.01,60.34,22.71,97.4,73.78,7.19,7.52,75.68,31.13,52.44,8.89,47.77,47.56,85.5,,82.81949279,13.03171407,45.32469167,19.28643343,5.361188019,4.226595745,87.24328594,47.98549557,6.954436451,,,,,,,,64697.07021,66612.79149,41709.73133
1992,XI,II,25.15,78.16,50.17,79.24,50.17,64.7,59.05,58.3,12.21,81.26,60.05,23.91,94.69,91.81,7.35,7.79,67.42,26.91,49.97,5.34,47.3,50.03,84.59,59.92477347,78.39871898,13.46782373,38.53262707,24.99718246,6.976219993,4.195271868,57.07625363,58.35896002,3.961456103,,,,,,,,94004.6052,97669.29338,58363.47165
1994,XI,II,34.86,76.09,65.21,90.59,65.92,81.93,70.41,60.12,15.31,85.43,50.37,26.87,105.49,67.84,7.26,5.79,75.09,31.64,50.3,7.4,46.58,49.7,80.12,81.6091954,79.43843229,11.62033973,43.53628943,16.20891242,7.009706596,4.288552507,59.83054207,47.40877467,11.8582791,,,,,,,,109759.1559,113204.0991,71973.28417
1996,XI,II,25.42,88.73,74.21,94.8,74.21,85.43,60.27,60.16,21.38,90.09,54.56,27.76,100.84,79.97,7.34,6.17,68.18,29.47,56.64,6.79,52.79,43.36,77.12,66.11522275,86.09946913,10.3730521,38.03977124,20.132221,8.793745737,4.485526006,70.79396985,62.5600699,9.523809524,,,,6.542713568,,,7.32160804,169168.4705,177520.1869,85870.92688
1998,XI,II,28.4,89.05,73.33,93.2,73.33,87.21,64.17,62.81,22.35,89.41,63.23,31.45,102.88,87.21,7.07,10.53,73.5,30.52,56.88,9.26,51.61,43.12,75.71,61.32409546,83.01544051,10.61154912,39.20200298,20.00319625,7.713616024,4.064083135,71.80582088,67.60707002,22.74422073,,,,,,,,204190.1873,213064.7742,115463.9323
2000,XI,II,22.8,86.45,66.44,84.38,66.44,87.56,75.09,53.53,30.44,91.64,57.02,39.49,103.45,77.65,7.3,6.73,74.29,33.16,53.83,3.02,52.21,46.17,77.11,57.11479091,76.72661327,10.84234776,40.32952724,17.19751603,10.95753205,4.131595282,71.97560329,53.71926073,22.93891499,6.143051478,1.272871917,5.425616547,9.085123309,29.32057648,31.61916563,12.29382127,218280.2837,230305.3056,133812.4076
2003,XI,II,25.25,82.76,85.74,96.32,85.74,94.42,72.72,59.83,53.4,93.41,62.19,61.12,109.68,87.46,7.72,7.14,57.69,33.73,56.12,5.89,52.81,43.88,78.17,65.57186455,81.71474359,6.680194372,36.29518876,19.11144337,11.00550008,3.628560357,85.19920783,51.18660598,22.82341367,14.74752537, ,9.65167754,13.97367195,32.70564916,47.95959596,4.391891892,198967.9423,210088.3075,129288.419
2006,XI,II,18.71,86.84,92.91,98.36,92.91,95.83,72.3,45.11,47.16,91.36,66.68,54.46,105.82,81.51,8.57,3.24,49.46,33.64,59.4,5.43,56.17,40.6,90.2,71.99602781,81.18481435,10.62285434,36.98871996,19.03874448,8.577734183,3.884549438,86.09806595,42.87709497,11.86440678,46.55868144,1.949199616,15.27546331,19.51219512,31.96206148,85.78834465,6.488915821,304811.7287,314760.3416,169732.398
2009,XI,II,13.73,69.63,96.78,98.79,96.78,99.17,78.61,47.04,39.08,97.2,56.82,40.94,131.51,77.59,8.54,6.83,36.35,31.57,52.36,8.93,47.69,47.64,80.31,54.02028517,86.20637559,9.770441063,33.02037658,17.17823059,12.69538303,3.412852113,86.90661374,44.41991661,18.85362387,66.34319527,14.65965778,27.44193531,19.51939066,37.90829906,86.14967289,12.39607359,275963.2678,296978.2127,201557.0157
1990,XI,III,31.1,77.32,54.48,85.82,62.03,71.72,66.9,51.8,9.96,92.1,49.4,16.61,100,59.52,7.34,7.49,71.62,22.99,53.39,6.2,50.08,46.61,88.93,,77.49961603,10.63109695,35.96124494,23.14685779,9.383502555,4.078213802,78.33539305,38.61861862,8.773424191,,,,,,,,92627.05007,93956.24574,52225.92195
1992,XI,III,19.88,80.31,59.62,78.61,60.53,70.88,55.92,61.53,24.17,98.38,56.98,24.17,121.79,92.29,7.43,6.33,66.71,25.6,55.95,3.67,53.89,44.05,89.04,68.03205699,78.8340081,11.07120658,32.98570343,24.64258581,10.1595414,3.528021442,55.59470216,60.60329068,5.273159145,,,,,,,,120611.2242,122322.5458,73013.09884
1994,XI,III,22.17,77.68,67.52,92.38,67.52,86.54,71.44,53.75,12.19,82.11,48.3,27.21,93.23,69.91,7.62,7.04,68.21,22.91,62.89,14.47,53.79,37.11,73.76,74.85845448,73.0428622,12.05338929,34.95366323,27.38240951,7.116628781,4.073361823,51.44864503,56.48082386,1.578947368,,,,,,,,163314.9639,165547.7702,84447.06873
1996,XI,III,23.51,92.72,77.63,91.82,77.63,91.2,69.83,67.26,22.27,91.28,43.41,26.47,100.66,91.32,7.78,5.89,67.24,28.32,58.01,1.9,56.91,41.99,78.43,60.94345151,72.19917012,10.08427953,35.80709353,20.89429943,6.853564322,4.062291964,56.90530592,72.26712856,8.72415532,,,,4.442751968,,,6.562579335,258705.4013,262852.5958,122148.1806
1998,XI,III,15.27,90.61,82.93,93.73,82.93,91.11,70.88,58.03,29.98,94.04,69.69,38.22,99.57,109.57,8.2,6.08,58.69,29.7,60.35,4.31,57.75,39.65,81.77,70.04082782,79.37291528,6.659388646,34.74488623,20.84578258,8.572741898,3.765469494,65.2990608,71.05263158,12.63383298,,,,,,,,308594.6367,313824.7973,155625.2306
2000,XI,III,8.84,89.86,86.36,93.2,86.36,90.6,79.24,58.41,35.66,93.8,75.07,44.37,105.82,89.75,8.33,6.93,57.27,28.6,62.7,4.19,60.07,37.3,86.77,72.76739356,68.86965644,7.074893468,30.8972039,20.01050727,12.72546845,3.53946281,79.0668348,47.56463362,10.17667845,7.448594209, ,10.71305743,4.746073599,32.28120516,44.15458937,12.6275364,310126.2107,324207.8368,162142.5254
2003,XI,III,9.72,79.93,83.58,95.27,83.58,91.87,66.92,52.67,33.86,94.62,71.31,42.57,106.33,109.7,8.08,9.01,58.45,27.89,63.08,7.9,58.1,36.92,86.9,64.25748885,72.2173532,7.610609729,29.74906449,18.82016289,12.02399296,3.510819165,71.99363213,48.98092288,18.27411168,23.98939695,2.204261572,18.13005143,13.37864315,35.47783054,32.78039585,4.604457507,322210.9474,333118.0238,180172.2424
2006,XI,III,7.61,87.75,95.11,98.44,95.11,98.5,63.04,54.63,42.96,88.76,67.67,49.16,104.09,86.33,9.02,3.47,47.2,28.12,68.01,1.92,66.7,31.99,89.31,70.89501253,71.37714971,6.435499797,30.02846024,21.93761979,10.0191671,3.275061822,82.76438291,48.78567092,10.12956419,55.78761294,2.90642158,17.48030556,10.40821198,37.65440298,90.95238095,9.298161852,403822.8566,410011.4295,206980.5741
2009,XI,III,17.38,77.93,94.94,99.26,94.94,96.45,78.2,55.76,25.72,98.1,73.19,25.72,112.78,106.01,9.15,2.59,39.52,29.57,59.35,5.59,56.03,40.65,80.95,51.85853121,72.78481013,7.428571429,29.29004329,23.79220779,8.346320346,4.084158416,81.73982762,42.0817453,24.38465942,71.5373321,24.63419523,43.22008419,23.47664863,48.19594706,88.30902461,8.769292443,546530.2093,564189.8414,276366.0923
1990,XI,IV,11.51,88.11,59.24,80.5,61.83,71.12,64.34,51.59,12.05,88.28,50.33,22.16,95.39,71.52,7.72,7.97,71.74,21.53,58.43,3.71,56.26,41.57,90.01,,69.50525394,8.584018304,31.63291247,20.1254131,9.507668842,3.187736359,54.9273021,50.72286204,4.897595726,,,,,,,,125033.2917,125856.3355,69799.11405
1992,XI,IV,9.82,76.55,57.57,77.44,57.57,68,65.5,58.46,14.26,86.65,56.34,25.67,101.58,89.61,8.29,3.33,56.89,25.29,61.98,2.19,60.62,38.02,77.8,60.35891684,72.84950344,6.934125805,32.14462605,20.91558763,8.20066511,3.303646564,40.98722817,63.23797931,5.799373041,,,,,,,,178030.6288,178902.7186,103282.8941
1994,XI,IV,11.85,79.37,70.66,88.69,71.86,77.88,63.95,64.14,17.9,91.66,87.21,28.78,97.25,126.6,8.95,3.4,63.19,25.63,62.94,1.07,62.26,37.06,82.17,77.00409596,71.52477152,8.467606014,29.76471381,25.68597047,7.254095598,3.501652502,39.53928923,49.85673352,4.701397713,,,,,,,,242262.7018,244199.8043,128936.82
1996,XI,IV,14.56,88.37,73.16,85.56,73.16,83.53,61.87,57.05,18.4,99.27,62.87,18.4,112.31,91.13,8.69,4.49,68.05,23.9,68.43,1.89,67.13,31.57,88.6,61.24880186,66.21473868,10.08123585,32.17472366,20.98814756,7.570914902,3.579122974,43.60026619,67.25511639,13.09872923,,,,4.93566992,,,5.717613132,372836.9166,375451.9604,156698.3155
